waypoint1	waypoint2	distance_m	duration_s
Hwy 82 New Mexico	Daylight Pass Rd California	1286019	249561
Mt Hood Oregon	Mt Baldy California	1607339	301815
Powder Mountain Utah	Hwy 14 West Wyoming	679111	132080
Magnolia Dr Colorado	Left Hand Canyon Colorado	22033	5837
Portuguese Pass California	Townes Pass East California	298357	72837
Hwy 18-Waterman Canyon California	Trail Ridge Rd Colorado	1811343	367772
Cottonwood Pass Colorado	Hwy 31 West Utah	736627	156527
Mosquito Ridge Rd East California	N4/Table Mt California	800922	163672
Rock Creek California	Beasore Rd California	227101	64289
Mt Equinox Vermont	Nine Mile Rd California	4864222	911161
Gibraltar Road Santa Barbara California	Elkhorn Summit Oregon	1546432	291103
Emigrant Pass East California	Magnolia Dr Colorado	1468179	293460
Beartooth Pass North Montana	Empire Pass Utah	794370	157291
Hwy 18 North California	Etna Summit West California	1201625	237232
Pikes Peak Colorado	Hwy 153 Utah	997002	224501
Hwy 18-Waterman Canyon California	Kolob Terrace Rd Utah	734795	148121
Hwy 157-158 Nevada	Kolob Terrace Rd Utah	315218	65700
N4/Table Mt California	Parks Creek East California	1055538	203960
Sherman Pass West California	Daylight Pass Rd California	292887	60930
Balch Park Rd California	Hwy 190 California	12205	3044
Left Hand Canyon Colorado	Breckenridge Rd East California	1948951	388851
Mt Shasta California	Hwy 330 California	1093961	216786
Lone Pine-Table Mountain California	Nine Mile Rd California	194209	36872
Hwy 14 Alt Route Wyoming	Nate Harrison Grade California	1935500	378675
Hwy 153 Utah	Empire Pass Utah	322466	62482
Balch Park Rd California	Refugio Rd California	421871	88034
Magnolia Dr Colorado	Mt Ashland Oregon	2101852	402698
Powder Mountain Utah	Wolf Creek Pass Colorado	914661	187816
N4/Table Mt California	Whitney Portal California	268953	47939
Hwy 198 California	Independence Pass Colorado	1755451	357976
Little Cottonwood Canyon Utah	Hwy 156-Lee Canyon Nevada	746774	145507
Hwy 82 New Mexico	Townes Pass East California	1296622	251520
Emigrant Pass East California	Hwy 21-245-180-198 California	415060	94105
Magnolia Dr Colorado	Slumgullion Pass West Colorado	412816	101627
Wildrose California	Mt Harrision Idaho	890960	168619
Wildrose California	Burke Mt Vermont	5078816	949981
Hwy 157 Mt Charleston Nevada	Mt Baldy California	501685	96384
Mt Lemmon Arizona	Nine Mile Rd California	964616	172813
Shirley Meadows California	Mt Spokane Washington	1765432	336431
Mt Shasta California	South Lake California	674057	135677
Mineral King Rd California	Hwy 330 California	450123	92315
Wildrose California	Hwy 157-158 Nevada	275434	56186
Townes Pass West California	Whiteface Mt New York	4855625	914195
Refugio Rd California	Grand Mesa North Colorado	1571230	309994
Hwy 330 California	Mt Baldy California	54879	11027
Pine Creek Rd California	Parks Creek East California	684259	137775
Hwy 156-158 Nevada	Slumgullion Pass West Colorado	1065283	221899
Horseshoe Meadows Rd California	South Lake California	104914	19047
Nine Mile Rd California	Empire Pass Utah	1002960	197850
Magnolia Dr Colorado	Hwy 31 West Utah	712713	162412
Lake Sabrina California	Dantes View California	232502	47374
Hwy 198 California	Mt Auscutney Vermont	5239395	986558
Tollhouse Rd California	Hwy 39-Dawson's Saddle California	538409	110635
Wheeler Peak Nevada	Breckenridge Rd East California	743757	147577
Mix Canyon Fairfield California	Mt Auscutney Vermont	5150535	980767
Hwy 198 California	Slumgullion Pass West Colorado	1640863	333719
Wildrose California	Grand Mesa North Colorado	1161179	232307
Hwy 38-Valley of Falls California	Independence Pass Colorado	1448396	286597
Refugio Rd California	Tollhouse Rd California	435336	89213
Hwy 14 Alt Route Wyoming	Kolob Terrace Rd Utah	1210564	237648
Nate Harrison Grade California	Hwy 156-Lee Canyon Nevada	537010	104505
Hwy 156-158 Nevada	Hwy 168 California	807491	152279
Portuguese Pass California	Mt Rose California	639120	133780
Mission Ridge Washington	Beasore Rd California	1588381	312448
Hwy 31 West Utah	Whitney Portal California	873033	168748
Death Valley Rd East California	Parks Creek East California	779763	145896
Magnolia Dr Colorado	Hwy 14 West Wyoming	762439	145097
Hwy 330 California	Cottonwood Pass Colorado	1568676	309347
Wheeler Peak Nevada	Hwy 198 California	1077759	200530
Hwy 168 California	Nate Harrison Grade California	623925	127368
Guardsman Pass Utah	Mt Baldy California	1184325	228752
Hwy 168 California	Cottonwood Pass Colorado	1936029	371414
Hwy 82 New Mexico	Sherman Pass West California	1601061	294585
Palomar Mt California	Breckenridge Rd East California	382096	83677
Grand Mesa North Colorado	Whitney Portal California	1229139	249518
Mt Lemmon Arizona	Hwy 156-Lee Canyon Nevada	803542	143748
Guanella Pass Colorado	Hwy 21-Whittaker Forest California	1930981	400013
Burke Mt Vermont	Hwy 180 West California	5370530	1002757
Hwy 21-Whittaker Forest California	Whitney Portal California	168696	69385
Hwy 157 Mt Charleston Nevada	Hwy 143 Utah	364546	73336
Guardsman Pass Utah	Bear Creek Road California	1363238	263224
Shirley Meadows California	Mt Harrision Idaho	1083219	212538
Glacier Lodge Rd California	Horseshoe Meadows Rd California	76427	13697
Portuguese Pass California	Hwy 21-Whittaker Forest California	116293	26096
Hwy 82 New Mexico	Hwy 156-Lee Canyon Nevada	1126747	216456
Mt Washington Auto Rd New Hampshire	Hwy 143 Utah	4606778	866490
East Portal Colorado	Hwy 31 West Utah	515738	111514
Trail Ridge Rd Colorado	Mix Canyon Fairfield California	1861008	373155
Hwy 156-158 Nevada	Pikes Peak Colorado	1439909	283597
Trail Ridge Rd Colorado	Sherman Pass West California	1826079	374409
Mt Graham Arizona	Onion Valley Rd California	1255972	226235
Beartooth Pass North Montana	Hwy 31 West Utah	972559	196472
Sonora Pass West California	Trail Ridge Rd Colorado	1670331	337419
Mt Ashland Oregon	Pine Creek Rd California	794331	157816
Grand Mesa South Colorado	Beasore Rd California	1476926	308389
Pikes Peak Colorado	Hwy 198 California	1949318	382711
Mineral King Rd California	Kolob Terrace Rd Utah	979835	196529
East Portal Colorado	Mt Shasta California	1731419	348981
Mt Equinox Vermont	Palomar Mt California	4888638	908869
Wolf Creek Pass Colorado	Mt Spokane Washington	2053537	395588
Kolob Terrace Rd Utah	Hwy 18 North California	631041	125570
Mt Washington Auto Rd New Hampshire	Hwy 39-Dawson's Saddle California	5182501	976540
Hwy 157-158 Nevada	Dantes View California	177095	30612
Guanella Pass Colorado	Etna Summit West California	2040889	413361
Emigrant Pass East California	Daylight Pass Rd California	12522	2095
Independence Pass Colorado	Whitney Portal California	1419685	296121
Hwy 330 California	Left Hand Canyon Colorado	1835200	366840
South Lake California	Mt Lemmon Arizona	1152145	204734
Pikes Peak Colorado	Hwy 38-Valley of Falls California	1633583	319427
Trail Ridge Rd Colorado	Grand Mesa North Colorado	433526	105075
Wildrose California	Tollhouse Rd California	485855	98496
Hwy 190 California	Sandia Crest Hwy New Mexico	1478964	290874
Hwy 157 Mt Charleston Nevada	Hwy 168 California	785326	148856
Mt Equinox Vermont	Hwy 18 North California	4766650	891422
Townes Pass West California	Refugio Rd California	468180	89734
Hwy 82 New Mexico	Guanella Pass Colorado	887557	176345
Sonora Pass West California	Pine Creek Rd California	196493	44672
Mission Ridge Washington	Kolob Terrace Rd Utah	1629596	314724
Wildrose California	Little Cottonwood Canyon Utah	860979	165345
Pikes Peak Colorado	South Lake California	1712914	340407
East Portal Colorado	Hwy 180 West California	1589029	321573
Hwy 190 California	Mt Hood Oregon	1428897	271752
Lake Sabrina California	Mt Equinox Vermont	4803192	906319
Wolf Creek Pass Colorado	Balch Park Rd California	1572742	303375
Trail Ridge Rd Colorado	Little Cottonwood Canyon Utah	778848	165431
Magnolia Dr Colorado	Hwy 143 Utah	1011024	216383
Sonora Pass West California	Mt Ashland Oregon	675620	134797
N4/Table Mt California	Death Valley Rd East California	389175	74302
Balch Park Rd California	Mt Graham Arizona	1332431	246766
Sonora Pass West California	Dantes View California	441168	88233
Breckenridge Rd East California	Hwy 18 North California	248008	51673
Beartooth Pass North Montana	Grand Mesa North Colorado	861235	169336
Death Valley Rd East California	Mt Ashland Oregon	875271	163399
Mt Rose California	Mt Lemmon Arizona	1406537	256778
Hwy 82 New Mexico	Hwy 38-Valley of Falls California	1300457	237911
Hwy 157 Mt Charleston Nevada	Onion Valley Rd California	374358	74562
Horseshoe Meadows Rd California	Mt Baldy California	332097	62164
Lone Pine-Table Mountain California	Hwy 18 North California	76570	15328
Sherman Pass West California	Guanella Pass Colorado	1776803	368592
Mosquito Ridge Rd East California	Magnolia Dr Colorado	1751136	374504
Hwy 168 California	South Lake California	292041	78709
Refugio Rd California	Burke Mt Vermont	5298254	985377
Grand Mesa South Colorado	Hwy 39-Dawson's Saddle California	1379743	275524
Pine Creek Rd California	Hwy 18 North California	420455	73992
Cottonwood Pass Colorado	Mix Canyon Fairfield California	1879344	374546
Pikes Peak Colorado	Mt Spokane Washington	1953424	375849
Nate Harrison Grade California	Mt Rose California	834328	167463
Hwy 156-158 Nevada	Wolf Creek Pass Colorado	1086179	215836
Mt Graham Arizona	Hwy 18 North California	922518	166881
Lone Pine-Table Mountain California	Empire Pass Utah	1100561	212191
Slumgullion Pass West Colorado	South Lake California	1407637	284544
Nine Mile Rd California	Breckenridge Rd East California	117658	26208
Little Cottonwood Canyon Utah	Onion Valley Rd California	949852	178404
Hwy 168 California	Hwy 31 West Utah	1077605	221772
Mt Equinox Vermont	Hurricane Ridge Washington	5371954	1017406
Hwy 31 West Utah	Elkhorn Summit Oregon	1061628	199955
Slumgullion Pass West Colorado	Hwy 31 West Utah	567426	128437
Lake Sabrina California	Slumgullion Pass West Colorado	1407656	284547
Trail Ridge Rd Colorado	Kolob Terrace Rd Utah	1115629	229883
Hwy 180 West California	White Mountain California	189594	72505
Hwy 14 West Wyoming	Onion Valley Rd California	1660334	314940
Mt Shasta California	Mission Ridge Washington	857055	170366
Hurricane Ridge Washington	Big Cottonwood Canyon Utah	1639676	316452
Rock Creek California	Slumgullion Pass West Colorado	1414804	286756
Wildrose California	Breckenridge Rd East California	202143	42994
Hwy 198 California	Mix Canyon Fairfield California	467579	89632
Hwy 82 New Mexico	Wheeler Peak Nevada	1268720	240648
Hwy 330 California	Hwy 153 Utah	847362	170975
Mineral King Rd California	Hwy 39-Dawson's Saddle California	463342	96157
Cottonwood Pass Colorado	Dantes View California	1490484	283548
Townes Pass East California	Mission Ridge Washington	1551107	295487
Wildrose California	Hwy 38-Valley of Falls California	295389	58276
Lake Sabrina California	Breckenridge Rd East California	305207	58132
Hwy 198 California	Hwy 156-Lee Canyon Nevada	741139	140606
Wildrose California	Mt Baldy California	291904	58678
Hwy 14 West Wyoming	Nine Mile Rd California	1773591	335987
Little Cottonwood Canyon Utah	Parks Creek East California	1166738	221340
Sherman Pass West California	Horseshoe Meadows Rd California	213244	42867
Hwy 153 Utah	Elkhorn Summit Oregon	1088760	208692
Townes Pass West California	Townes Pass East California	42010	14794
East Portal Colorado	Whiteface Mt New York	3639262	706117
Mt Hood Oregon	Elkhorn Summit Oregon	485703	101560
Balch Park Rd California	Monitor Pass East California	509724	109440
Powder Mountain Utah	Left Hand Canyon Colorado	878363	166696
Left Hand Canyon Colorado	Nine Mile Rd California	1859449	370760
Hwy 14 Alt Route Wyoming	Hwy 31 West Utah	859242	170277
Wildrose California	Mt Rose California	508218	99606
Trail Ridge Rd Colorado	Death Valley Rd East California	1462401	291288
Guardsman Pass Utah	Hwy 31 West Utah	129059	27342
Hwy 190 California	Wildrose California	285214	66828
Lone Pine-Table Mountain California	Onion Valley Rd California	308077	56176
N4/Table Mt California	Mt Rose California	674086	127568
Hwy 39-Crystal Lake Rd California	Nine Mile Rd California	285716	55631
Hwy 168 California	Mix Canyon Fairfield California	346035	65701
Rock Creek California	Mt Equinox Vermont	4809969	908547
Hwy 39-Crystal Lake Rd California	Guanella Pass Colorado	1719233	356735
Hwy 198 California	Portuguese Pass California	120901	27598
Wheeler Peak Nevada	Dantes View California	495716	86731
Hwy 198 California	Nine Mile Rd California	270981	62724
Bear Creek Road California	Mosquito Ridge Rd East California	549159	111969
Trail Ridge Rd Colorado	Elkhorn Summit Oregon	1529375	301455
Mosquito Ridge Rd East California	Nate Harrison Grade California	989476	204701
Etna Summit West California	Grand Mesa North Colorado	1783707	353503
Mt Evans Colorado	Hwy 18 North California	1590080	322685
Slumgullion Pass West Colorado	Mission Ridge Washington	2043393	402032
Wolf Creek Pass Colorado	Mt Hood Oregon	2059853	397290
Burke Mt Vermont	Nate Harrison Grade California	5105139	949910
Monitor Pass East California	Onion Valley Rd California	277247	57514
Powder Mountain Utah	Sonora Pass West California	1014084	197840
Sonora Pass West California	White Mountain California	238164	55978
Hwy 198 California	Monitor Pass East California	500203	112517
Beartooth Pass North Montana	White Mountain California	1550845	298587
Guardsman Pass Utah	Tollhouse Rd California	1148156	236971
Balch Park Rd California	Sherman Pass West California	82075	26144
Hwy 156-158 Nevada	Gibraltar Road Santa Barbara California	644114	116080
South Lake California	Hurricane Ridge Washington	1651711	322422
Cottonwood Pass Colorado	Burke Mt Vermont	3643947	685007
Hwy 157-158 Nevada	Daylight Pass Rd California	199135	35798
Powder Mountain Utah	Cottonwood Pass Colorado	805533	170568
Shirley Meadows California	Hwy 21-245-180-198 California	158290	38048
Emigrant Pass East California	Big Cottonwood Canyon Utah	800146	147688
Slumgullion Pass West Colorado	Tollhouse Rd California	1709267	345501
Mineral King Rd California	Beasore Rd California	205963	45561
Bear Creek Road California	Mt Equinox Vermont	5101321	958232
Bear Creek Road California	Onion Valley Rd California	340840	73012
Hwy 168 California	Mt Baldy California	538328	109221
Shirley Meadows California	Slumgullion Pass West Colorado	1458463	296486
Hwy 190 California	Big Cottonwood Canyon Utah	1345668	259524
Sherman Pass West California	Hwy 39-Dawson's Saddle California	318427	67079
Wolf Creek Pass Colorado	Big Cottonwood Canyon Utah	811236	167696
Hwy 168 California	Mt Evans Colorado	1787725	374007
Hwy 168 California	Tollhouse Rd California	16734	3480
Wolf Creek Pass Colorado	Pikes Peak Colorado	355836	84197
Townes Pass West California	Sandia Crest Hwy New Mexico	1228882	238971
Clingman's Dome Tennessee	Mt Harrision Idaho	3386187	651227
Sherman Pass West California	N4/Table Mt California	244343	49211
Hwy 18-Waterman Canyon California	Hwy 21-Whittaker Forest California	437456	89053
Portuguese Pass California	South Lake California	337625	69677
Hwy 153 Utah	Lone Pine-Table Mountain California	796756	155943
Glacier Lodge Rd California	Magnolia Dr Colorado	1501967	314702
Cottonwood Pass Colorado	Grand Mesa North Colorado	271244	67587
Gibraltar Road Santa Barbara California	Mix Canyon Fairfield California	658445	133468
Slumgullion Pass West Colorado	Pine Creek Rd California	1418821	286417
Hwy 38-Valley of Falls California	Empire Pass Utah	1126135	217741
Hwy 330 California	Empire Pass Utah	1150750	226557
Kolob Terrace Rd Utah	Mt Ashland Oregon	1277755	244840
Cottonwood Pass Colorado	Palomar Mt California	1630061	321977
Hwy 168 California	Pine Creek Rd California	281102	76473
Powder Mountain Utah	Kolob Terrace Rd Utah	565388	111253
Pikes Peak Colorado	Mt Evans Colorado	171906	43700
Pikes Peak Colorado	Tollhouse Rd California	2021818	396548
Little Cottonwood Canyon Utah	Nate Harrison Grade California	1191009	235079
Little Cottonwood Canyon Utah	Dantes View California	813836	147324
Lake Sabrina California	Sherman Pass West California	317477	61861
Beasore Rd California	Independence Pass Colorado	1610416	338999
Nine Mile Rd California	Hwy 156-Lee Canyon Nevada	380682	76156
Magnolia Dr Colorado	Townes Pass East California	1444674	304391
Rock Creek California	Onion Valley Rd California	90342	16604
Slumgullion Pass West Colorado	Burke Mt Vermont	3862389	709526
Lake Sabrina California	Parks Creek East California	695178	140005
Burke Mt Vermont	Dantes View California	4973928	927136
Trail Ridge Rd Colorado	Hwy 157-158 Nevada	1391765	285351
Hwy 39-Crystal Lake Rd California	Palomar Mt California	173128	34766
Hwy 143 Utah	Daylight Pass Rd California	494496	89769
Lake Sabrina California	Hwy 168 California	292021	78703
Nate Harrison Grade California	Empire Pass Utah	1207679	238425
Mt Washington Auto Rd New Hampshire	Townes Pass East California	5067253	952721
Wheeler Peak Nevada	Magnolia Dr Colorado	982182	211867
Hwy 82 New Mexico	Mission Ridge Washington	2579119	494346
Grand Mesa South Colorado	Mt Spokane Washington	1711990	337777
Hwy 21-245-180-198 California	Mt Lemmon Arizona	1186008	219614
Little Cottonwood Canyon Utah	Elkhorn Summit Oregon	922132	172954
Hwy 14 Alt Route Wyoming	Mt Evans Colorado	790192	152558
Wildrose California	Mix Canyon Fairfield California	788125	154159
Mineral King Rd California	Mt Graham Arizona	1364867	252982
Mt Hood Oregon	Parks Creek East California	540637	103395
Wildrose California	Monitor Pass East California	405873	84440
Hwy 18-Waterman Canyon California	Mt Ashland Oregon	1250552	235939
Kolob Terrace Rd Utah	Grand Mesa North Colorado	718207	145681
Beartooth Pass North Montana	Mt Baldy California	1909037	367820
Wolf Creek Pass Colorado	Mt Lemmon Arizona	1016116	209260
Mt Washington Auto Rd New Hampshire	Horseshoe Meadows Rd California	5198801	987399
Mineral King Rd California	Sonora Pass West California	421673	92807
Hwy 153 Utah	Tollhouse Rd California	906699	190925
Cottonwood Pass Colorado	Guanella Pass Colorado	165214	40071
Emigrant Pass East California	Hwy 190 California	349861	82607
Wildrose California	Mt Spokane Washington	1672533	319058
Bear Creek Road California	Beartooth Pass North Montana	1918808	387889
Powder Mountain Utah	East Portal Colorado	751757	159538
Mosquito Ridge Rd East California	Hwy 143 Utah	944803	188444
Bear Creek Road California	Pine Creek Rd California	301086	95275
Lake Sabrina California	Big Cottonwood Canyon Utah	882970	165570
Beartooth Pass North Montana	Mt Equinox Vermont	3745389	703496
Left Hand Canyon Colorado	Hwy 156-Lee Canyon Nevada	1419151	299434
Hwy 157-158 Nevada	Townes Pass East California	211657	37892
Wolf Creek Pass Colorado	Hwy 14 Alt Route Wyoming	1133326	231543
Mt Washington Auto Rd New Hampshire	Cottonwood Pass Colorado	3734761	711122
Hwy 190 California	Mt Harrision Idaho	1279770	255958
Beasore Rd California	Sandia Crest Hwy New Mexico	1648133	324178
Hwy 39-Crystal Lake Rd California	Tollhouse Rd California	537630	110476
Lake Sabrina California	Palomar Mt California	534252	99166
Little Cottonwood Canyon Utah	Etna Summit West California	1287311	247583
Townes Pass East California	Dantes View California	41256	7400
Hwy 157 Mt Charleston Nevada	Balch Park Rd California	684125	130297
Lone Pine-Table Mountain California	Daylight Pass Rd California	312103	67210
Hwy 198 California	Tollhouse Rd California	150606	31204
Hwy 14 West Wyoming	Pine Creek Rd California	1612161	304522
Hwy 156-158 Nevada	Sherman Pass West California	476081	96851
Hwy 156-158 Nevada	Palomar Mt California	537440	101404
Breckenridge Rd East California	Grand Mesa North Colorado	1426232	290332
Mt Evans Colorado	Grand Mesa North Colorado	392141	90527
Townes Pass West California	Mt Hood Oregon	1352618	253677
Mt Washington Auto Rd New Hampshire	Hwy 156-Lee Canyon Nevada	4895816	922322
Hwy 82 New Mexico	Hwy 143 Utah	1072036	206019
Hwy 153 Utah	Hwy 31 West Utah	248734	51179
Clingman's Dome Tennessee	Hwy 21-Whittaker Forest California	4136535	788977
Empire Pass Utah	Hwy 39-Dawson's Saddle California	1233663	242523
Hwy 157 Mt Charleston Nevada	Hwy 190 California	673053	129227
Trail Ridge Rd Colorado	Hwy 156-Lee Canyon Nevada	1413776	288803
Wildrose California	Big Cottonwood Canyon Utah	863923	165983
Wheeler Peak Nevada	Hwy 21-Whittaker Forest California	717992	175705
Onion Valley Rd California	Etna Summit West California	870671	178602
Emigrant Pass East California	Sherman Pass West California	280364	58553
Trail Ridge Rd Colorado	Cottonwood Pass Colorado	298700	66287
Hwy 157 Mt Charleston Nevada	Kolob Terrace Rd Utah	315218	65700
Mt Washington Auto Rd New Hampshire	Magnolia Dr Colorado	3567328	671546
Mt Washington Auto Rd New Hampshire	Mt Auscutney Vermont	190740	38984
Hwy 156-158 Nevada	Guanella Pass Colorado	1390850	285013
Shirley Meadows California	Wolf Creek Pass Colorado	1440010	284113
Slumgullion Pass West Colorado	Nine Mile Rd California	1366622	277052
Hwy 168 California	Mt Rose California	472155	100041
Townes Pass East California	Independence Pass Colorado	1289245	267602
Left Hand Canyon Colorado	White Mountain California	1518594	319138
Grand Mesa South Colorado	N4/Table Mt California	1305673	254522
Rock Creek California	Mission Ridge Washington	1442023	273243
Mosquito Ridge Rd East California	Elkhorn Summit Oregon	978697	197849
Kolob Terrace Rd Utah	Beasore Rd California	850595	179767
Mt Shasta California	Hwy 39-Dawson's Saddle California	1267422	252030
Mt Equinox Vermont	Hwy 180 West California	5164837	971218
Trail Ridge Rd Colorado	Nine Mile Rd California	1653293	337801
South Lake California	Grand Mesa North Colorado	1247241	242963
Mt Hood Oregon	Hwy 21-245-180-198 California	1401051	267704
Wolf Creek Pass Colorado	Mt Shasta California	1899647	366967
Hwy 190 California	Beasore Rd California	240540	50209
Onion Valley Rd California	Elkhorn Summit Oregon	1099034	205647
South Lake California	Guanella Pass Colorado	1547765	308925
Mt Graham Arizona	Portuguese Pass California	1231267	233440
Refugio Rd California	Elkhorn Summit Oregon	1566463	291391
Wheeler Peak Nevada	Mt Graham Arizona	1039910	219908
Pikes Peak Colorado	Mt Rose California	1719261	346818
Mt Evans Colorado	Tollhouse Rd California	1792975	375285
Little Cottonwood Canyon Utah	Hwy 31 West Utah	147575	30675
Trail Ridge Rd Colorado	Big Cottonwood Canyon Utah	785274	166655
Wolf Creek Pass Colorado	Breckenridge Rd East California	1407178	274493
Wheeler Peak Nevada	Hwy 39-Crystal Lake Rd California	894613	165247
Hwy 157 Mt Charleston Nevada	Lone Pine-Table Mountain California	418442	78219
Rock Creek California	Little Cottonwood Canyon Utah	895616	169385
Trail Ridge Rd Colorado	White Mountain California	1513220	308508
Wildrose California	Elkhorn Summit Oregon	1227660	232573
Grand Mesa South Colorado	Hwy 14 West Wyoming	820155	165300
Hwy 82 New Mexico	Mt Rose California	1733594	327170
Independence Pass Colorado	Daylight Pass Rd California	1275401	254409
Guardsman Pass Utah	Hwy 38-Valley of Falls California	1127416	217928
Burke Mt Vermont	Hwy 31 West Utah	4270912	797014
Glacier Lodge Rd California	N4/Table Mt California	338815	59992
Sherman Pass West California	Mt Spokane Washington	1789046	340741
Hwy 82 New Mexico	Monitor Pass East California	1676694	319995
Townes Pass West California	Pine Creek Rd California	196608	35928
Cottonwood Pass Colorado	Hwy 39-Dawson's Saddle California	1651588	325313
Emigrant Pass East California	Wildrose California	63777	15586
Cottonwood Pass Colorado	Daylight Pass Rd California	1524902	303740
Mt Washington Auto Rd New Hampshire	Pikes Peak Colorado	3599901	678531
Glacier Lodge Rd California	Sandia Crest Hwy New Mexico	1354441	271529
Hwy 143 Utah	Guanella Pass Colorado	961523	209434
Pine Creek Rd California	Big Cottonwood Canyon Utah	895080	166780
Cottonwood Pass Colorado	White Mountain California	1520421	307921
Mt Hood Oregon	Gibraltar Road Santa Barbara California	1626544	318842
Hwy 157 Mt Charleston Nevada	Grand Mesa North Colorado	954930	195486
Monitor Pass East California	Mt Hood Oregon	930125	176054
Mt Washington Auto Rd New Hampshire	Death Valley Rd East California	5179289	979518
Nate Harrison Grade California	Hwy 31 West Utah	1135348	226862
Clingman's Dome Tennessee	Breckenridge Rd East California	3945089	755644
Hwy 157 Mt Charleston Nevada	Hwy 18 North California	374561	68901
Mt Washington Auto Rd New Hampshire	Grand Mesa North Colorado	3989657	774616
Hwy 143 Utah	Etna Summit West California	1260570	239949
Parks Creek East California	Hwy 180 West California	844449	165154
Sherman Pass West California	Etna Summit West California	999734	215664
Hwy 198 California	Hurricane Ridge Washington	1910345	371104
Hwy 21-245-180-198 California	White Mountain California	191949	73446
Mineral King Rd California	Dantes View California	458231	102548
Sherman Pass West California	Monitor Pass East California	522386	106124
Glacier Lodge Rd California	Hwy 14 West Wyoming	1618463	307468
Sonora Pass West California	Hwy 38-Valley of Falls California	647140	125977
Big Cottonwood Canyon Utah	Breckenridge Rd East California	1187493	232751
Mosquito Ridge Rd East California	Mt Equinox Vermont	4924267	940758
Guardsman Pass Utah	Hwy 18-Waterman Canyon California	1150841	221683
Mosquito Ridge Rd East California	Onion Valley Rd California	498528	113928
Nate Harrison Grade California	Mt Lemmon Arizona	696147	131332
Balch Park Rd California	Mt Baldy California	437127	90662
Big Cottonwood Canyon Utah	Sandia Crest Hwy New Mexico	997046	196621
Mt Washington Auto Rd New Hampshire	Nate Harrison Grade California	5158043	964920
Mt Graham Arizona	Cottonwood Pass Colorado	1107755	206163
Tollhouse Rd California	Elkhorn Summit Oregon	1177205	240435
Empire Pass Utah	Tollhouse Rd California	1146876	236784
Mix Canyon Fairfield California	Whiteface Mt New York	5057449	956711
Hwy 157-158 Nevada	Mix Canyon Fairfield California	873687	173302
Cottonwood Pass Colorado	Pine Creek Rd California	1589230	313971
Sonora Pass West California	Hwy 198 California	424240	93239
Burke Mt Vermont	Etna Summit West California	5348735	1015194
Rock Creek California	Burke Mt Vermont	5027863	940986
Powder Mountain Utah	Mt Hood Oregon	1181885	225519
Hwy 143 Utah	Hwy 190 California	994023	194956
Independence Pass Colorado	Elkhorn Summit Oregon	1590611	311657
Gibraltar Road Santa Barbara California	Nine Mile Rd California	315785	58418
Horseshoe Meadows Rd California	Whitney Portal California	8549	1668
Magnolia Dr Colorado	Mt Evans Colorado	53323	16776
Hwy 156-158 Nevada	Nate Harrison Grade California	537274	104641
Hwy 180 West California	Whiteface Mt New York	5176077	973150
Mt Lemmon Arizona	Parks Creek East California	1782505	324761
Magnolia Dr Colorado	Burke Mt Vermont	3490592	656941
Sonora Pass West California	Mt Baldy California	642037	134491
Portuguese Pass California	Gibraltar Road Santa Barbara California	302136	71186
Hwy 82 New Mexico	Grand Mesa South Colorado	822253	162408
Hwy 168 California	Mt Ashland Oregon	891486	176674
Sherman Pass West California	Hwy 21-245-180-198 California	155735	37611
East Portal Colorado	Refugio Rd California	1511845	291486
Mt Equinox Vermont	Nate Harrison Grade California	4904070	917033
N4/Table Mt California	Grand Mesa North Colorado	1328478	265838
Mt Ashland Oregon	Hwy 18 North California	1239353	228787
Beartooth Pass North Montana	Dantes View California	1497114	290111
Powder Mountain Utah	Mineral King Rd California	1484968	287212
Hwy 198 California	Mt Evans Colorado	1964041	397583
Gibraltar Road Santa Barbara California	Kolob Terrace Rd Utah	886211	174798
Monitor Pass East California	Guanella Pass Colorado	1588298	318438
Kolob Terrace Rd Utah	Whiteface Mt New York	4385026	820581
Sonora Pass West California	Lone Pine-Table Mountain California	587555	114523
Left Hand Canyon Colorado	Grand Mesa North Colorado	502933	120712
Hwy 190 California	Gibraltar Road Santa Barbara California	346546	72258
Balch Park Rd California	Hwy 21-245-180-198 California	67466	15618
Kolob Terrace Rd Utah	Mt Evans Colorado	1108638	235874
Refugio Rd California	Whitney Portal California	446610	81968
Pikes Peak Colorado	Mt Ashland Oregon	2261372	431618
Hwy 330 California	Horseshoe Meadows Rd California	321186	59515
Guardsman Pass Utah	Death Valley Rd East California	827153	156118
Hwy 156-158 Nevada	Mosquito Ridge Rd East California	771121	155186
Hwy 190 California	Whitney Portal California	313086	67962
Hwy 330 California	Independence Pass Colorado	1456961	297389
East Portal Colorado	White Mountain California	1274927	263757
Onion Valley Rd California	Parks Creek East California	766795	152955
Sonora Pass West California	Parks Creek East California	565548	114756
Refugio Rd California	Parks Creek East California	1122659	218628
Lone Pine-Table Mountain California	Mt Ashland Oregon	1224182	228102
Wheeler Peak Nevada	Hwy 18 North California	733191	132278
Pikes Peak Colorado	Hwy 156-Lee Canyon Nevada	1439644	283460
Portuguese Pass California	Dantes View California	339898	75383
Hwy 153 Utah	Clingman's Dome Tennessee	3395304	655144
Hwy 157 Mt Charleston Nevada	Breckenridge Rd East California	518561	101415
Hwy 31 West Utah	Grand Mesa North Colorado	435534	92150
